Date;TS;Temp;RH;VPD;SR;WS
15/10/2023;03:00:00;25.88;76.12%;;0;0
15/10/2023;03:15:00;25.74;76.21%;;0;0
15/10/2023;03:30:00;25.59;75.88%;;0;0
15/10/2023;03:45:00;25.51;75.78%;;0.112;0
15/10/2023;04:00:00;25.3;76.32%;;0;0
15/10/2023;04:15:00;25.34;77.87%;;0;0
15/10/2023;04:30:00;25.37;77.64%;;0;0
15/10/2023;04:45:00;25.17;78.12%;;0;0
15/10/2023;05:00:00;24.87;79.02%;;0;0
15/10/2023;05:15:00;24.78;79.54%;;0;0
15/10/2023;05:30:00;24.75;79.36%;;0;0
15/10/2023;05:45:00;24.59;79.41%;;0;0
15/10/2023;06:00:00;24.63;78.71%;;0;0
15/10/2023;06:15:00;24.36;77.72%;;0;0
15/10/2023;06:30:00;24.32;79.47%;;0;0
15/10/2023;06:45:00;24.18;80.50%;;0;0
15/10/2023;07:00:00;24.24;80.70%;;0;0
15/10/2023;07:15:00;24.18;81.20%;;0;0
15/10/2023;07:30:00;24.29;80.50%;;0;0
15/10/2023;07:45:00;24.15;81.40%;;6.708;0
15/10/2023;08:00:00;24.28;82.10%;;13.98;0
15/10/2023;08:15:00;24.59;82.70%;;33.54;0
15/10/2023;08:30:00;25.05;82.30%;;40.25;0
15/10/2023;08:45:00;25.34;82.70%;;53.55;0
15/10/2023;09:00:00;26.15;82.60%;;60.7;0
15/10/2023;09:15:00;26.74;80.80%;;77.34;0
15/10/2023;09:30:00;27.44;77.20%;;90.9;0
15/10/2023;09:45:00;27.86;75.16%;;127.4;0
15/10/2023;10:00:00;28.65;72.52%;;147.5;0
15/10/2023;10:15:00;29.47;69.85%;;151.5;0
15/10/2023;10:30:00;30.18;66.31%;;171.9;0.17
15/10/2023;10:45:00;31.12;63.13%;;220.8;1.643
15/10/2023;11:00:00;31.85;60.41%;;245.3;2.341
15/10/2023;11:15:00;32.38;56.62%;;254.6;0.523
15/10/2023;11:30:00;33;55.04%;;254.6;0.562
15/10/2023;11:45:00;33.31;52.90%;;268;0.127
15/10/2023;12:00:00;33.75;51.46%;;239.9;0.189
15/10/2023;12:15:00;34.09;48.70%;;262.3;0.211
15/10/2023;12:30:00;34.74;47.49%;;286.5;0.459
15/10/2023;12:45:00;35.04;42.34%;;290.1;0.007
15/10/2023;13:00:00;34.98;41.76%;;201.8;0
15/10/2023;13:15:00;35.39;41.50%;;168;0.818
15/10/2023;13:30:00;35.87;38.58%;;321.2;0.256
15/10/2023;13:45:00;36.68;37.33%;;321.5;0
15/10/2023;14:00:00;37.52;37.55%;;293.5;0.207
15/10/2023;14:15:00;37.73;36.89%;;270.1;0.902
15/10/2023;14:30:00;37.77;35.38%;;243.7;0.485
15/10/2023;14:45:00;38.14;33.76%;;254.5;0.691
15/10/2023;15:00:00;38.1;36.30%;;224.7;0.601
15/10/2023;15:15:00;37.94;36.67%;;222.4;0
15/10/2023;15:30:00;37.72;34.51%;;198.5;0.348
15/10/2023;15:45:00;37.42;34.45%;;124.7;0.203
15/10/2023;16:00:00;36.38;37.03%;;87.1;0.056
15/10/2023;16:15:00;35.3;41.63%;;92;0.167
15/10/2023;16:30:00;35.1;42.28%;;156.5;1.669
15/10/2023;16:45:00;35.41;41.17%;;140.7;0.714
15/10/2023;17:00:00;35.2;41.18%;;113.9;0.074
15/10/2023;17:15:00;34.3;40.61%;;80.4;0.003
15/10/2023;17:30:00;33.96;40.98%;;73.68;0.555
15/10/2023;17:45:00;33.65;41.78%;;43.88;0.443
15/10/2023;18:00:00;33.14;43.83%;;33.5;0
15/10/2023;18:15:00;32.89;44.59%;;33.5;0
15/10/2023;18:30:00;32.31;44.06%;;13.4;0
15/10/2023;18:45:00;32;45.38%;;6.701;0
15/10/2023;19:00:00;31.72;47.68%;;0;0
15/10/2023;19:15:00;31.49;49.48%;;0;0
15/10/2023;19:30:00;31.21;49.96%;;0;0
15/10/2023;19:45:00;30.9;50.50%;;0;0
15/10/2023;20:00:00;30.72;51.58%;;0;0
15/10/2023;20:15:00;30.54;52.68%;;0;0
15/10/2023;20:30:00;30.32;53.80%;;0;0
15/10/2023;20:45:00;30.09;54.38%;;0;0
15/10/2023;21:00:00;29.99;55.13%;;0;0
15/10/2023;21:15:00;29.9;55.24%;;0;0
15/10/2023;21:30:00;29.7;55.72%;;0;0
15/10/2023;21:45:00;29.45;56.29%;;0;0
15/10/2023;22:00:00;29.27;57.33%;;0;0
15/10/2023;22:15:00;29.19;58.55%;;0;0
15/10/2023;22:30:00;29.07;59.66%;;0;0
15/10/2023;22:45:00;28.95;60.36%;;0;0
15/10/2023;23:00:00;28.79;61.45%;;0;0
15/10/2023;23:15:00;28.63;62.26%;;0;0
15/10/2023;23:30:00;28.54;62.87%;;0;0
15/10/2023;23:45:00;28.47;63.96%;;0;0
16/10/2023;00:00:00;28.37;64.93%;;0;0
16/10/2023;00:15:00;28.25;65.49%;;0;0
16/10/2023;00:30:00;28.08;66.87%;;0;0
16/10/2023;00:45:00;27.86;67.38%;;0;0
16/10/2023;01:00:00;27.82;67.94%;;0;0
16/10/2023;01:15:00;27.49;68.55%;;0;0
16/10/2023;01:30:00;27.38;72.19%;;0;0
16/10/2023;01:45:00;27.15;71.88%;;0;0
16/10/2023;02:00:00;26.92;71.84%;;0;0
16/10/2023;02:15:00;26.72;73.93%;;0;0
16/10/2023;02:30:00;26.57;74.73%;;0;0
16/10/2023;02:45:00;26.36;77.50%;;0;0
16/10/2023;03:00:00;26.25;77.24%;;0;0
16/10/2023;03:15:00;26.2;77.46%;;0;0
16/10/2023;03:30:00;26;77.86%;;0;0
16/10/2023;03:45:00;25.85;77.22%;;0;0
16/10/2023;04:00:00;25.8;78.46%;;0;0
16/10/2023;04:15:00;25.65;78.39%;;0;0
16/10/2023;04:30:00;25.54;79.96%;;0;0
16/10/2023;04:45:00;25.47;80.30%;;0;0
16/10/2023;05:00:00;25.26;81.40%;;0;0
16/10/2023;05:15:00;25.22;81.60%;;0;0
16/10/2023;05:30:00;25.24;82.10%;;0;0
16/10/2023;05:45:00;25.02;82.10%;;0;0
16/10/2023;06:00:00;24.83;83%;;0;0
16/10/2023;06:15:00;24.67;83.20%;;0;0
16/10/2023;06:30:00;24.57;83.30%;;0;0
16/10/2023;06:45:00;24.57;84.10%;;0;0
16/10/2023;07:00:00;24.69;83.30%;;0;0
16/10/2023;07:15:00;24.6;84.10%;;0;0
16/10/2023;07:30:00;24.52;83.60%;;0;0
16/10/2023;07:45:00;24.68;83.90%;;6.708;0
16/10/2023;08:00:00;24.58;85.10%;;13.42;0
16/10/2023;08:15:00;24.92;86.20%;;26.83;0
16/10/2023;08:30:00;25.33;86.40%;;33.54;0
16/10/2023;08:45:00;25.79;86.20%;;40.25;0
16/10/2023;09:00:00;26.32;83.10%;;60.36;0
16/10/2023;09:15:00;26.8;82.70%;;70.3;0
16/10/2023;09:30:00;27.57;81.30%;;76.55;0
16/10/2023;09:45:00;28.15;77.89%;;114;0
16/10/2023;10:00:00;28.76;75.60%;;134.1;0
16/10/2023;10:15:00;29.38;72.18%;;154.2;0
16/10/2023;10:30:00;30.32;67.75%;;174.5;0
16/10/2023;10:45:00;31.04;64.11%;;202.2;0.859
16/10/2023;11:00:00;31.72;61.20%;;200.5;0.139
16/10/2023;11:15:00;32;56.37%;;170.5;0
16/10/2023;11:30:00;32.79;55.62%;;257.9;1.929
16/10/2023;11:45:00;33.53;52.80%;;283.6;2.117
16/10/2023;12:00:00;34.2;49.59%;;287.9;0.047
16/10/2023;12:15:00;34.59;49.42%;;271.7;0.575
16/10/2023;12:30:00;34.78;47.13%;;175.5;0
16/10/2023;12:45:00;34.66;47.12%;;151;0.021
16/10/2023;13:00:00;35.18;47.39%;;303;0.284
16/10/2023;13:15:00;35.61;44.18%;;273.9;0
16/10/2023;13:30:00;35.35;43.34%;;164.5;0.029
16/10/2023;13:45:00;35.67;43.85%;;278;1.746
16/10/2023;14:00:00;36.28;41.13%;;262.2;0
16/10/2023;14:15:00;36.85;38.30%;;261.2;0.034
16/10/2023;14:30:00;37.47;36.24%;;256.3;0.167
16/10/2023;14:45:00;36.96;38.21%;;147.4;0
16/10/2023;15:00:00;36.47;38.74%;;96.3;0
16/10/2023;15:15:00;35.53;40%;;121.9;0.137
16/10/2023;15:30:00;34.71;42.77%;;93.8;0.02
16/10/2023;15:45:00;34.66;42.63%;;187.6;0
16/10/2023;16:00:00;35.51;41.21%;;130;0.011
16/10/2023;16:15:00;34.27;42.18%;;66.99;0.577
16/10/2023;16:30:00;33.9;43.82%;;109;0
16/10/2023;16:45:00;34.27;44.26%;;120.6;0
16/10/2023;17:00:00;34.39;42.50%;;113.9;0.08
16/10/2023;17:15:00;34.13;42.78%;;80.4;0
16/10/2023;17:30:00;33.74;45.65%;;67.11;0.016
16/10/2023;17:45:00;33.16;46.28%;;53.6;0
16/10/2023;18:00:00;32.87;46.67%;;40.2;0.111
16/10/2023;18:15:00;32.53;48.14%;;33.5;0
16/10/2023;18:30:00;32.12;49.88%;;20.1;0
16/10/2023;18:45:00;31.78;50.75%;;6.701;0
16/10/2023;19:00:00;31.39;52.12%;;0;0
16/10/2023;19:15:00;30.98;53.86%;;0;0
16/10/2023;19:30:00;30.63;54.93%;;0;0
16/10/2023;19:45:00;30.34;55.84%;;0;0
16/10/2023;20:00:00;30;56.55%;;0;0
16/10/2023;20:15:00;29.77;57.97%;;0;0
16/10/2023;20:30:00;29.61;59.62%;;0;0.317
16/10/2023;20:45:00;29.41;61.02%;;0;0
16/10/2023;21:00:00;29.3;61.81%;;0;0
16/10/2023;21:15:00;29.06;63.45%;;0;0
16/10/2023;21:30:00;28.92;63.70%;;0;0
16/10/2023;21:45:00;28.77;65.09%;;0;0
16/10/2023;22:00:00;28.7;65.57%;;0;0
16/10/2023;22:15:00;28.55;66.16%;;0;0
16/10/2023;22:30:00;28.46;65.50%;;0;0
16/10/2023;22:45:00;28.35;65.82%;;0;0
16/10/2023;23:00:00;28.31;66.11%;;0;0
16/10/2023;23:15:00;28.18;66.83%;;0;0
16/10/2023;23:30:00;28.08;67.32%;;0;0
16/10/2023;23:45:00;28.09;67.78%;;0;0.284
17/10/2023;00:00:00;28.06;68.41%;;0;0
17/10/2023;00:15:00;28.01;69.40%;;0;0
17/10/2023;00:30:00;27.9;70.22%;;0;0
17/10/2023;00:45:00;27.82;70.66%;;0;0
17/10/2023;01:00:00;27.67;71.08%;;0;0
17/10/2023;01:15:00;27.46;72.03%;;0;0
17/10/2023;01:30:00;27.41;72.46%;;0;0
17/10/2023;01:45:00;27.3;72.83%;;0;0
17/10/2023;02:00:00;27.17;73.22%;;0;0
17/10/2023;02:15:00;27.06;73.49%;;0;0
17/10/2023;02:30:00;26.84;74.64%;;0;0
17/10/2023;02:45:00;26.7;77.10%;;0;0
17/10/2023;03:00:00;26.56;78.12%;;0;0
17/10/2023;03:15:00;26.3;77.31%;;0;0
17/10/2023;03:30:00;25.96;76.68%;;0;0
17/10/2023;03:45:00;25.67;79.15%;;0;0
17/10/2023;04:00:00;25.64;79.11%;;0;0
17/10/2023;04:15:00;25.59;79.45%;;0;0
17/10/2023;04:30:00;25.53;80.70%;;0;0
17/10/2023;04:45:00;25.46;80.20%;;0;0
17/10/2023;05:00:00;25.42;79.85%;;0;0
17/10/2023;05:15:00;25.35;78.71%;;0;0
17/10/2023;05:30:00;25.3;79.59%;;0;0
17/10/2023;05:45:00;25.29;79.73%;;0;0
17/10/2023;06:00:00;25.23;80.40%;;0;0
17/10/2023;06:15:00;25.24;80.20%;;0;0
17/10/2023;06:30:00;25.17;80.50%;;0;0
17/10/2023;06:45:00;25.09;80.40%;;0;0
17/10/2023;07:00:00;24.9;80.90%;;0;0
17/10/2023;07:15:00;24.78;81%;;0;0
17/10/2023;07:30:00;24.61;81.10%;;0;0
17/10/2023;07:45:00;24.46;81.80%;;6.708;0
17/10/2023;08:00:00;24.59;83.60%;;13.53;0
17/10/2023;08:15:00;24.8;84.10%;;26.94;0
17/10/2023;08:30:00;25.13;83.80%;;40.25;0
17/10/2023;08:45:00;25.65;84.20%;;55.67;0
17/10/2023;09:00:00;26.14;83.20%;;73.77;0
17/10/2023;09:15:00;26.63;80.20%;;90.2;0
17/10/2023;09:30:00;27.39;77.71%;;74.54;0
17/10/2023;09:45:00;28;72.37%;;126.5;0
17/10/2023;10:00:00;28.9;69.65%;;154.4;0
17/10/2023;10:15:00;29.56;67.37%;;167.6;0
17/10/2023;10:30:00;30.32;64.18%;;178.5;0.01
17/10/2023;10:45:00;30.98;63.27%;;201.1;0
17/10/2023;11:00:00;31.76;58.62%;;231.7;0.002
17/10/2023;11:15:00;32.33;54.31%;;231.4;0.426
17/10/2023;11:30:00;32.74;52.24%;;248.8;0
17/10/2023;11:45:00;33.43;50.38%;;275;0
17/10/2023;12:00:00;34;48.92%;;263;0.093
17/10/2023;12:15:00;34.24;46.41%;;231.4;0
17/10/2023;12:30:00;34.55;46.71%;;287.5;0
17/10/2023;12:45:00;35.16;44.46%;;295.4;0.028
17/10/2023;13:00:00;35.62;43.98%;;312.2;0.002
17/10/2023;13:15:00;35.91;42.03%;;298;0
17/10/2023;13:30:00;35.28;42.33%;;276.8;0
17/10/2023;13:45:00;35.86;40.85%;;314.8;0.204
17/10/2023;14:00:00;36.71;39.99%;;302.1;0.002
17/10/2023;14:15:00;37.23;38.41%;;288.8;0
17/10/2023;14:30:00;37.49;35.63%;;280.2;0
17/10/2023;14:45:00;37.76;34.97%;;273.1;0.013
17/10/2023;15:00:00;38.07;36.10%;;281.3;0
17/10/2023;15:15:00;37.58;37.11%;;247.4;0
17/10/2023;15:30:00;38.25;34.42%;;244.8;0.596
17/10/2023;15:45:00;37.31;35.34%;;151.7;0
17/10/2023;16:00:00;36.73;36.55%;;167.9;0
17/10/2023;16:15:00;36.64;36.95%;;194.3;1.517
17/10/2023;16:30:00;36.76;35.63%;;164.6;0.942
17/10/2023;16:45:00;36.28;35.10%;;154.1;0.013
17/10/2023;17:00:00;35.9;37.02%;;134;0.802
17/10/2023;17:15:00;35.3;39.16%;;108.7;2.323
17/10/2023;17:30:00;34.69;40.45%;;88.8;0
17/10/2023;17:45:00;34.04;40.92%;;66.98;0
17/10/2023;18:00:00;33.62;41.71%;;47.67;0
17/10/2023;18:15:00;33.18;43.43%;;33.5;0
17/10/2023;18:30:00;16.29;45.22%;;20.1;0.335
17/10/2023;18:45:00;32.2;45.96%;;6.7;0
17/10/2023;19:00:00;31.76;47.98%;;0;0
17/10/2023;19:15:00;31.38;49.17%;;0;0
17/10/2023;19:30:00;30.92;49.99%;;0;0
17/10/2023;19:45:00;30.6;50.79%;;0;0
17/10/2023;20:00:00;30.25;52.73%;;0;0
17/10/2023;20:15:00;30.1;54.63%;;0;0
17/10/2023;20:30:00;29.85;55.36%;;0;0
17/10/2023;20:45:00;29.64;56.73%;;0;0
17/10/2023;21:00:00;29.26;58.56%;;0;0
17/10/2023;21:15:00;29.12;59.10%;;0;0
17/10/2023;21:30:00;28.93;60.63%;;0;0
17/10/2023;21:45:00;28.73;61.07%;;0;0
17/10/2023;22:00:00;28.59;61.51%;;0;0
17/10/2023;22:15:00;28.41;61.55%;;0;0
17/10/2023;22:30:00;28.3;61.74%;;0;0
17/10/2023;22:45:00;28.17;62.72%;;0;0
17/10/2023;23:00:00;27.98;63.88%;;0;0
17/10/2023;23:15:00;27.82;64.38%;;0;0
17/10/2023;23:30:00;27.71;65.19%;;0;0
17/10/2023;23:45:00;27.35;66.07%;;0;0
18/10/2023;00:00:00;27.34;66.74%;;0;0
18/10/2023;00:15:00;27.21;67.23%;;0;0
18/10/2023;00:30:00;26.76;68.33%;;0;0
18/10/2023;00:45:00;26.77;69%;;0;0
18/10/2023;01:00:00;26.73;69.20%;;0;0
18/10/2023;01:15:00;26.5;70.92%;;0;0
18/10/2023;01:30:00;26.1;72.45%;;0;0
18/10/2023;01:45:00;25.81;73.88%;;0;0
18/10/2023;02:00:00;25.62;74.01%;;0.112;0
18/10/2023;02:15:00;25.51;74.99%;;0;0
18/10/2023;02:30:00;25.26;75.29%;;0;0
18/10/2023;02:45:00;25.13;75.44%;;0;0
18/10/2023;03:00:00;24.67;77.27%;;0;0
18/10/2023;03:15:00;24.76;76.33%;;0;0
18/10/2023;03:30:00;24.7;76.95%;;0;0
18/10/2023;03:45:00;24.63;77.26%;;0.112;0
18/10/2023;04:00:00;24.53;78.60%;;0;0
18/10/2023;04:15:00;24.41;78.20%;;0;0
18/10/2023;04:30:00;24.57;79.50%;;0;0
18/10/2023;04:45:00;24.41;79.86%;;0;0
18/10/2023;05:00:00;24.49;79.13%;;0;0
18/10/2023;05:15:00;24.2;79.07%;;0;0
18/10/2023;05:30:00;23.84;80.30%;;0.112;0
18/10/2023;05:45:00;23.76;79.59%;;0;0
18/10/2023;06:00:00;23.63;81.30%;;0;0
18/10/2023;06:15:00;23.48;81.80%;;0;0
18/10/2023;06:30:00;23.5;81.70%;;0;0
18/10/2023;06:45:00;23.3;82.20%;;0.112;0
18/10/2023;07:00:00;23.02;83%;;0;0
18/10/2023;07:15:00;23.16;84.10%;;0;0
18/10/2023;07:30:00;23.3;83.20%;;0.112;0
18/10/2023;07:45:00;23.44;82.90%;;6.71;0
18/10/2023;08:00:00;23.31;83.50%;;13.42;0
18/10/2023;08:15:00;23.52;84.50%;;26.84;0
18/10/2023;08:30:00;23.91;83.30%;;40.48;0
18/10/2023;08:45:00;24.45;81.50%;;53.67;0
18/10/2023;09:00:00;25.18;82.80%;;73.79;0
18/10/2023;09:15:00;25.86;81.80%;;100.6;0
18/10/2023;09:30:00;26.69;78.99%;;107.3;0
18/10/2023;09:45:00;27.41;77.86%;;120.7;0
18/10/2023;10:00:00;28.21;73.09%;;144.9;0
18/10/2023;10:15:00;29.01;68.92%;;180.9;0.034
18/10/2023;10:30:00;29.89;60.60%;;187.7;0.01
18/10/2023;10:45:00;30.42;60.09%;;200.2;0
